grid_num,col1_type,col1_code,col1_label,col2_type,col2_code,col2_label,col3_type,col3_code,col3_label,row1_type,row1_code,row1_label,row2_type,row2_code,row2_label,row3_type,row3_code,row3_label
559,stat,,Rookie of the Year,stat,,Cy Young,stat,,20+ Win SeasonPitching,stat,,First Round Draft Pick,stat,,Only One Team,stat,,Born Outside US 50 States and DC
560,team,CHW,Chicago  White Sox,team,BAL,Baltimore Orioles,stat,,Played Second Basemin. 1 game,team,BOS,Boston   Red Sox,team,SEA,Seattle Mariners,stat,,6+ WAR Season
561,team,PHI,Philadelphia Phillies,stat,,100+ Run SeasonBatting,stat,,Played Outfieldmin. 1 game,team,TOR,Toronto  Blue Jays,team,ANA,Los Angeles Angels,stat,,Silver Slugger
562,team,KCR,Kansas City Royals,team,CIN,Cincinnati Reds,stat,,Hall of Fame,team,NYY,New York Yankees,team,SDP,San Diego Padres,stat,,2000+ Hits CareerBatting
563,team,NYM,New York Mets,team,WSN,Washington Nationals,stat,,100+ RBI SeasonBatting,team,LAD,Los Angeles Dodgers,team,CHC,Chicago Cubs,team,CLE,Cleveland Guardians
564,team,FLA,Miami Marlins,team,TEX,Texas Rangers,stat,,Gold Glove,team,OAK, Athletics,team,HOU,Houston Astros,stat,,All Star
565,team,DET,Detroit Tigers,team,MIN,Minnesota Twins,stat,,40+ HR SeasonBatting,team,BOS,Boston   Red Sox,team,BAL,Baltimore Orioles,stat,,200+ Hits SeasonBatting
566,stat,,200+ Wins CareerPitching,stat,,200+ K SeasonPitching,stat,,40+ WAR Career,stat,,10+ Win SeasonPitching,stat,,3000+ K CareerPitching,stat,,≤ 3.00 ERA Season
567,team,PHI,Philadelphia Phillies,stat,,Played Left Fieldmin. 1 game,stat,,Played Right Fieldmin. 1 game,team,CHW,Chicago  White Sox,team,STL,St. Louis Cardinals,stat,,Born Outside US 50 States and DC
568,team,CLE,Cleveland Guardians,team,SFG,San Francisco Giants,stat,,Played Catchermin. 1 game,team,MIL,Milwaukee Brewers,team,ANA,Los Angeles Angels,stat,,.300+ AVG SeasonBatting
569,team,NYY,New York Yankees,team,ARI,Arizona Diamondbacks,stat,,2000+ Hits CareerBatting,team,BOS,Boston   Red Sox,team,NYM,New York Mets,team,CHC,Chicago Cubs
570,team,ATL,Atlanta Braves,team,PIT,Pittsburgh Pirates,stat,,30+ SB Season,team,KCR,Kansas City Royals,team,WSN,Washington Nationals,stat,,Played Center Fieldmin. 1 game
571,team,LAD,Los Angeles Dodgers,team,COL,Colorado Rockies,stat,,300+ HR CareerBatting,team,OAK, Athletics,team,PHI,Philadelphia Phillies,stat,,Silver Slugger
572,team,SDP,San Diego Padres,team,TOR,Toronto  Blue Jays,stat,,Only One Team,team,SEA,Seattle Mariners,team,BAL,Baltimore Orioles,team,HOU,Houston Astros
573,stat,,All Star,stat,,Played Outfieldmin. 1 game,stat,,Hall of Fame,stat,,Played In Major Negro Lgs,stat,,40+ HR SeasonBatting,stat,,Played First Basemin. 1 game
574,team,DET,Detroit Tigers,team,SFG,San Francisco Giants,team,CLE,Cleveland Guardians,team,ATL,Atlanta Braves,team,STL,St. Louis Cardinals,team,CIN,Cincinnati Reds
575,team,TBD,Tampa Bay Rays,team,CHW,Chicago  White Sox,stat,,Played Catchermin. 1 game,team,TEX,Texas Rangers,team,MIN,Minnesota Twins,stat,,Born Outside US 50 States and DC
576,team,WSN,Washington Nationals,team,LAD,Los Angeles Dodgers,stat,,.300+ AVG SeasonBatting,team,BOS,Boston   Red Sox,team,ANA,Los Angeles Angels,stat,,Played Second Basemin. 1 game
577,team,PHI,Philadelphia Phillies,team,PIT,Pittsburgh Pirates,stat,,Gold Glove,team,NYY,New York Yankees,team,CHC,Chicago Cubs,stat,,Played Shortstopmin. 1 game
578,team,CIN,Cincinnati Reds,team,OAK, Athletics,stat,,Played Center Fieldmin. 1 game,team,KCR,Kansas City Royals,team,BAL,Baltimore Orioles,stat,,6+ WAR Season
579,team,MIN,Minnesota Twins,team,NYM,New York Mets,stat,,First Round Draft Pick,team,SEA,Seattle Mariners,team,MIL,Milwaukee Brewers,stat,,≤ 3.00 ERA Season
580,stat,,Threw a No‑Hitter,stat,,All Star,stat,,Cy Young,stat,,20+ Win SeasonPitching,stat,,2000+ K CareerPitching,stat,,40+ WAR Career
581,team,DET,Detroit Tigers,team,HOU,Houston Astros,stat,,Played First Basemin. 1 game,team,ARI,Arizona Diamondbacks,team,CHC,Chicago Cubs,stat,,30+ HR SeasonBatting
582,team,NYM,New York Mets,team,CHW,Chicago  White Sox,stat,,Gold Glove,team,KCR,Kansas City Royals,team,ANA,Los Angeles Angels,stat,,Played Outfieldmin. 1 game
583,team,TEX,Texas Rangers,team,MIL,Milwaukee Brewers,stat,,All Star,team,ATL,Atlanta Braves,team,DET,Detroit Tigers,stat,,Played Third Basemin. 1 game
584,team,BOS,Boston   Red Sox,team,OAK, Athletics,stat,,Hall of Fame,team,TOR,Toronto  Blue Jays,team,SFG,San Francisco Giants,stat,,200+ Wins CareerPitching
585,team,FLA,Miami Marlins,stat,,Played Shortstopmin. 1 game,stat,,100+ Run SeasonBatting,team,SDP,San Diego Padres,team,LAD,Los Angeles Dodgers,team,CLE,Cleveland Guardians
586,team,MIN,Minnesota Twins,stat,,.300+ AVG SeasonBatting,stat,,300+ HR CareerBatting,team,WSN,Washington Nationals,team,NYY,New York Yankees,team,CIN,Cincinnati Reds
587,stat,,6+ WAR Season,stat,,≤ 3.00 ERA Season,stat,,MVP,stat,,Born Outside US 50 States and DC,stat,,Rookie of the Year,stat,,10+ Win SeasonPitching
588,team,PIT,Pittsburgh Pirates,team,BAL,Baltimore Orioles,stat,,Played Center Fieldmin. 1 game,team,STL,St. Louis Cardinals,team,CHW,Chicago  White Sox,team,HOU,Houston Astros
589,team,TBD,Tampa Bay Rays,stat,,First Round Draft Pick,stat,,.300+ AVG CareerBatting,team,ATL,Atlanta Braves,team,DET,Detroit Tigers,team,BOS,Boston   Red Sox
590,team,SFG,San Francisco Giants,team,ANA,Los Angeles Angels,stat,,30+ SB Season,team,CHC,Chicago Cubs,team,COL,Colorado Rockies,team,SEA,Seattle Mariners
591,team,TEX,Texas Rangers,team,MIL,Milwaukee Brewers,stat,,Played Right Fieldmin. 1 game,team,PHI,Philadelphia Phillies,team,WSN,Washington Nationals,stat,,Gold Glove
592,team,OAK, Athletics,stat,,Played Left Fieldmin. 1 game,stat,,100+ RBI SeasonBatting,team,CIN,Cincinnati Reds,team,SDP,San Diego Padres,team,NYM,New York Mets
593,team,CHW,Chicago  White Sox,team,KCR,Kansas City Royals,stat,,40+ HR SeasonBatting,team,TOR,Toronto  Blue Jays,team,CLE,Cleveland Guardians,stat,,.300+ AVG SeasonBatting
594,team,DET,Detroit Tigers,stat,,3000+ Hits CareerBatting,stat,,500+ HR CareerBatting,team,NYY,New York Yankees,stat,,Hall of Fame,stat,,Played Shortstopmin. 1 game
595,team,MIL,Milwaukee Brewers,stat,,40+ WAR Career,stat,,20+ Win SeasonPitching,team,ANA,Los Angeles Angels,team,HOU,Houston Astros,team,LAD,Los Angeles Dodgers
596,team,NYM,New York Mets,team,SDP,San Diego Padres,stat,,200+ K SeasonPitching,team,MIN,Minnesota Twins,team,PIT,Pittsburgh Pirates,stat,,Born Outside US 50 States and DC
597,team,ATL,Atlanta Braves,team,TEX,Texas Rangers,stat,,200+ Hits SeasonBatting,team,BAL,Baltimore Orioles,team,BOS,Boston   Red Sox,stat,,Played Outfieldmin. 1 game
598,stat,,Played Second Basemin. 1 game,stat,,30+ Save SeasonPitching,stat,,2000+ K CareerPitching,team,PHI,Philadelphia Phillies,team,SFG,San Francisco Giants,team,STL,St. Louis Cardinals
599,team,ARI,Arizona Diamondbacks,team,SEA,Seattle Mariners,stat,,Played First Basemin. 1 game,team,KCR,Kansas City Royals,team,WSN,Washington Nationals,stat,,Gold Glove
600,team,MIN,Minnesota Twins,stat,,All Star,stat,,Hall of Fame,team,CHC,Chicago Cubs,team,LAD,Los Angeles Dodgers,team,HOU,Houston Astros
601,team,BAL,Baltimore Orioles,stat,,Only One Team,stat,,Played Third Basemin. 1 game,team,STL,St. Louis Cardinals,team,SFG,San Francisco Giants,team,BOS,Boston   Red Sox
602,stat,,Played Catchermin. 1 game,stat,,300+ HR CareerBatting,stat,,Silver Slugger,team,FLA,Miami Marlins,team,PIT,Pittsburgh Pirates,team,CLE,Cleveland Guardians
603,team,TEX,Texas Rangers,team,COL,Colorado Rockies,stat,,First Round Draft Pick,team,CIN,Cincinnati Reds,team,TOR,Toronto  Blue Jays,stat,,10+ Win SeasonPitching
604,team,SEA,Seattle Mariners,team,SDP,San Diego Padres,team,CHW,Chicago  White Sox,team,LAD,Los Angeles Dodgers,team,DET,Detroit Tigers,team,CHC,Chicago Cubs
605,team,ATL,Atlanta Braves,stat,,≤ 3.00 ERA Season,stat,,Threw a No‑Hitter,team,NYY,New York Yankees,team,ANA,Los Angeles Angels,team,OAK, Athletics
606,team,CLE,Cleveland Guardians,stat,,Played Center Fieldmin. 1 game,stat,,Pitchedmin. 1 game,team,PHI,Philadelphia Phillies,stat,,Played In Major Negro Lgs,team,SFG,San Francisco Giants
607,team,CIN,Cincinnati Reds,stat,,100+ Run SeasonBatting,stat,,All Star,team,MIL,Milwaukee Brewers,team,NYM,New York Mets,team,PIT,Pittsburgh Pirates
608,stat,,2000+ Hits CareerBatting,stat,,6+ WAR Season,stat,,30+ SB Season,stat,,Played Left Fieldmin. 1 game,stat,,Played Right Fieldmin. 1 game,stat,,MVP
609,team,SDP,San Diego Padres,stat,,Hall of Fame,stat,,Played Shortstopmin. 1 game,team,TEX,Texas Rangers,team,BOS,Boston   Red Sox,team,ATL,Atlanta Braves
610,team,LAD,Los Angeles Dodgers,team,CLE,Cleveland Guardians,stat,,.300+ AVG SeasonBatting,team,DET,Detroit Tigers,team,HOU,Houston Astros,stat,,200+ Hits SeasonBatting
611,team,CHC,Chicago Cubs,team,NYY,New York Yankees,stat,,30+ HR SeasonBatting,team,TBD,Tampa Bay Rays,team,TOR,Toronto  Blue Jays,stat,,Played Outfieldmin. 1 game
612,team,PHI,Philadelphia Phillies,team,STL,St. Louis Cardinals,stat,,Only One Team,team,WSN,Washington Nationals,team,NYM,New York Mets,team,KCR,Kansas City Royals
613,team,PIT,Pittsburgh Pirates,team,MIN,Minnesota Twins,stat,,Played First Basemin. 1 game,team,SFG,San Francisco Giants,team,TEX,Texas Rangers,stat,,100+ RBI SeasonBatting
614,team,CLE,Cleveland Guardians,stat,,2000+ K CareerPitching,stat,,300+ HR CareerBatting,team,LAD,Los Angeles Dodgers,team,BAL,Baltimore Orioles,team,ANA,Los Angeles Angels
615,stat,,All Star,stat,,Gold Glove,stat,,Born Outside US 50 States and DC,stat,,Played Second Basemin. 1 game,stat,,200+ Wins CareerPitching,stat,,.300+ AVG CareerBatting
616,team,OAK, Athletics,team,STL,St. Louis Cardinals,stat,,2000+ Hits CareerBatting,team,CHW,Chicago  White Sox,team,SEA,Seattle Mariners,team,NYY,New York Yankees
617,team,ATL,Atlanta Braves,team,BOS,Boston   Red Sox,stat,,20+ Win SeasonPitching,team,CIN,Cincinnati Reds,team,CHC,Chicago Cubs,stat,,≤ 3.00 ERA Season
618,team,TOR,Toronto  Blue Jays,team,PHI,Philadelphia Phillies,stat,,Played Center Fieldmin. 1 game,team,DET,Detroit Tigers,team,FLA,Miami Marlins,stat,,30+ SB Season
619,team,SFG,San Francisco Giants,team,NYM,New York Mets,stat,,Played Left Fieldmin. 1 game,team,TEX,Texas Rangers,team,HOU,Houston Astros,stat,,30+ HR SeasonBatting
620,team,ANA,Los Angeles Angels,team,MIL,Milwaukee Brewers,stat,,40+ WAR Career,team,SDP,San Diego Padres,team,ARI,Arizona Diamondbacks,team,PIT,Pittsburgh Pirates
621,team,STL,St. Louis Cardinals,team,CLE,Cleveland Guardians,stat,,MVP,team,BOS,Boston   Red Sox,team,MIN,Minnesota Twins,stat,,Hall of Fame
622,stat,,Played Outfieldmin. 1 game,stat,,.300+ AVG SeasonBatting,stat,,Only One Team,stat,,100+ RBI SeasonBatting,stat,,Pitchedmin. 1 game,stat,,6+ WAR Season
623,team,PHI,Philadelphia Phillies,stat,,Silver Slugger,stat,,Played Third Basemin. 1 game,team,LAD,Los Angeles Dodgers,team,CHC,Chicago Cubs,team,COL,Colorado Rockies
624,team,CHW,Chicago  White Sox,stat,,10+ Win SeasonPitching,stat,,First Round Draft Pick,team,SDP,San Diego Padres,team,SFG,San Francisco Giants,team,WSN,Washington Nationals
625,team,NYY,New York Yankees,team,OAK, Athletics,stat,,All Star,team,BAL,Baltimore Orioles,team,KCR,Kansas City Royals,stat,,Played Shortstopmin. 1 game
626,team,PIT,Pittsburgh Pirates,stat,,Played Catchermin. 1 game,stat,,200+ K SeasonPitching,team,TOR,Toronto  Blue Jays,team,SEA,Seattle Mariners,team,ATL,Atlanta Braves
627,team,CHC,Chicago Cubs,team,ANA,Los Angeles Angels,stat,,≤ 3.00 ERA Season,team,DET,Detroit Tigers,team,CIN,Cincinnati Reds,team,STL,St. Louis Cardinals
628,team,LAD,Los Angeles Dodgers,team,CLE,Cleveland Guardians,stat,,300+ HR CareerBatting,team,TEX,Texas Rangers,team,NYM,New York Mets,stat,,Played Right Fieldmin. 1 game
629,team,MIN,Minnesota Twins,stat,,100+ Run SeasonBatting,stat,,2000+ Hits CareerBatting,team,PHI,Philadelphia Phillies,stat,,Played First Basemin. 1 game,stat,,Rookie of the Year
630,team,OAK, Athletics,stat,,30+ SB Season,stat,,Played Outfieldmin. 1 game,team,TBD,Tampa Bay Rays,team,MIN,Minnesota Twins,team,BOS,Boston   Red Sox
631,team,NYY,New York Yankees,team,DET,Detroit Tigers,stat,,Born Outside US 50 States and DC,team,SFG,San Francisco Giants,team,PIT,Pittsburgh Pirates,team,HOU,Houston Astros
632,team,CIN,Cincinnati Reds,team,CHC,Chicago Cubs,stat,,100+ RBI SeasonBatting,team,BAL,Baltimore Orioles,team,FLA,Miami Marlins,stat,,40+ HR SeasonBatting
633,team,CHW,Chicago  White Sox,team,NYM,New York Mets,stat,,All Star,team,TOR,Toronto  Blue Jays,team,MIL,Milwaukee Brewers,team,PHI,Philadelphia Phillies
634,team,KCR,Kansas City Royals,stat,,Cy Young,stat,,Only One Team,team,LAD,Los Angeles Dodgers,team,ATL,Atlanta Braves,team,SDP,San Diego Padres
635,team,CLE,Cleveland Guardians,team,MIN,Minnesota Twins,stat,,Played Second Basemin. 1 game,team,PIT,Pittsburgh Pirates,team,ARI,Arizona Diamondbacks,stat,,40+ WAR Career
636,stat,,Rookie of the Year,stat,,2000+ Hits CareerBatting,stat,,Played Center Fieldmin. 1 game,stat,,.300+ AVG SeasonBatting,stat,,Played Third Basemin. 1 game,stat,,300+ HR CareerBatting
637,team,SEA,Seattle Mariners,stat,,2000+ K CareerPitching,stat,,30+ Save SeasonPitching,team,BOS,Boston   Red Sox,team,TEX,Texas Rangers,stat,,Hall of Fame
638,team,TOR,Toronto  Blue Jays,team,CHC,Chicago Cubs,stat,,6+ WAR Season,team,MIL,Milwaukee Brewers,team,SFG,San Francisco Giants,stat,,Pitchedmin. 1 game
639,team,SDP,San Diego Padres,stat,,30+ HR SeasonBatting,stat,,200+ K SeasonPitching,team,STL,St. Louis Cardinals,team,WSN,Washington Nationals,team,PHI,Philadelphia Phillies
640,team,OAK, Athletics,team,BAL,Baltimore Orioles,stat,,100+ RBI SeasonBatting,team,DET,Detroit Tigers,team,WSN,Washington Nationals,stat,,Gold Glove
641,team,NYY,New York Yankees,stat,,Born Outside US 50 States and DC,stat,,Played Left Fieldmin. 1 game,team,ANA,Los Angeles Angels,team,CHW,Chicago  White Sox,stat,,Played First Basemin. 1 game
642,team,BOS,Boston   Red Sox,stat,,Silver Slugger,stat,,≤ 3.00 ERA Season,team,HOU,Houston Astros,team,KCR,Kansas City Royals,stat,,10+ Win SeasonPitching
643,stat,,Played Catchermin. 1 game,stat,,Played Second Basemin. 1 game,stat,,Played Shortstopmin. 1 game,stat,,Pitchedmin. 1 game,stat,,Played Outfieldmin. 1 game,stat,,Played Third Basemin. 1 game
644,team,LAD,Los Angeles Dodgers,stat,,Hall of Fame,stat,,.300+ AVG SeasonBatting,team,SFG,San Francisco Giants,team,CIN,Cincinnati Reds,stat,,Played In Major Negro Lgs
645,team,MIN,Minnesota Twins,team,CLE,Cleveland Guardians,stat,,100+ Run SeasonBatting,team,SEA,Seattle Mariners,team,TOR,Toronto  Blue Jays,team,COL,Colorado Rockies
646,team,ATL,Atlanta Braves,stat,,First Round Draft Pick,stat,,Played Right Fieldmin. 1 game,team,PHI,Philadelphia Phillies,team,NYM,New York Mets,stat,,200+ Hits SeasonBatting
647,team,PIT,Pittsburgh Pirates,stat,,.300+ AVG CareerBatting,stat,,200+ Wins CareerPitching,team,STL,St. Louis Cardinals,team,CHC,Chicago Cubs,stat,,MVP
648,team,CHW,Chicago  White Sox,team,LAD,Los Angeles Dodgers,stat,,All Star,team,ANA,Los Angeles Angels,team,BOS,Boston   Red Sox,stat,,Played First Basemin. 1 game
649,team,NYY,New York Yankees,stat,,Born Outside US 50 States and DC,stat,,30+ SB Season,team,MIL,Milwaukee Brewers,team,TEX,Texas Rangers,team,CLE,Cleveland Guardians
650,stat,,20+ Win SeasonPitching,stat,,Gold Glove,stat,,40+ WAR Career,stat,,200+ K SeasonPitching,stat,,Only One Team,stat,,Silver Slugger
651,team,SDP,San Diego Padres,team,PIT,Pittsburgh Pirates,stat,,2000+ Hits CareerBatting,team,OAK, Athletics,team,BAL,Baltimore Orioles,stat,,Hall of Fame
652,team,CIN,Cincinnati Reds,team,KCR,Kansas City Royals,stat,,40+ HR SeasonBatting,team,DET,Detroit Tigers,team,SFG,San Francisco Giants,stat,,Played Third Basemin. 1 game
653,team,ARI,Arizona Diamondbacks,team,STL,St. Louis Cardinals,stat,,Played Second Basemin. 1 game,team,ATL,Atlanta Braves,team,TEX,Texas Rangers,stat,,6+ WAR Season
654,team,HOU,Houston Astros,team,NYM,New York Mets,stat,,Played Center Fieldmin. 1 game,team,CHW,Chicago  White Sox,team,WSN,Washington Nationals,team,SEA,Seattle Mariners
655,team,BOS,Boston   Red Sox,team,BAL,Baltimore Orioles,stat,,.300+ AVG SeasonBatting,team,TBD,Tampa Bay Rays,team,PHI,Philadelphia Phillies,stat,,Played First Basemin. 1 game
656,team,CHC,Chicago Cubs,team,TOR,Toronto  Blue Jays,stat,,Born Outside US 50 States and DC,team,SDP,San Diego Padres,team,LAD,Los Angeles Dodgers,stat,,300+ HR CareerBatting
657,stat,,Only One Team,stat,,Threw a No‑Hitter,stat,,Rookie of the Year,stat,,First Round Draft Pick,stat,,All Star,stat,,Played Outfieldmin. 1 game
658,team,ATL,Atlanta Braves,stat,,≤ 3.00 ERA Season,stat,,200+ Wins CareerPitching,team,MIN,Minnesota Twins,team,SFG,San Francisco Giants,team,TEX,Texas Rangers
659,team,CIN,Cincinnati Reds,stat,,200+ K SeasonPitching,stat,,Cy Young,team,NYY,New York Yankees,team,CLE,Cleveland Guardians,stat,,10+ Win SeasonPitching
660,team,CHC,Chicago Cubs,team,MIL,Milwaukee Brewers,stat,,Hall of Fame,team,ANA,Los Angeles Angels,team,OAK, Athletics,stat,,30+ HR SeasonBatting
661,team,PHI,Philadelphia Phillies,team,BOS,Boston   Red Sox,stat,,2000+ K CareerPitching,team,PIT,Pittsburgh Pirates,team,WSN,Washington Nationals,stat,,40+ WAR Career
662,team,NYM,New York Mets,team,KCR,Kansas City Royals,stat,,Played Shortstopmin. 1 game,team,MIN,Minnesota Twins,team,BAL,Baltimore Orioles,stat,,30+ SB Season
663,team,SDP,San Diego Padres,team,STL,St. Louis Cardinals,stat,,30+ Save SeasonPitching,team,NYY,New York Yankees,team,SFG,San Francisco Giants,team,HOU,Houston Astros
664,stat,,Played Left Fieldmin. 1 game,stat,,Played Center Fieldmin. 1 game,stat,,Played Right Fieldmin. 1 game,stat,,Hall of Fame,stat,,All Star,stat,,100+ RBI SeasonBatting
665,team,LAD,Los Angeles Dodgers,stat,,Pitchedmin. 1 game,stat,,Played Catchermin. 1 game,team,PIT,Pittsburgh Pirates,team,MIL,Milwaukee Brewers,team,DET,Detroit Tigers
666,team,ATL,Atlanta Braves,team,TEX,Texas Rangers,stat,,≤ 3.00 ERA Season,team,CHW,Chicago  White Sox,team,FLA,Miami Marlins,team,CHC,Chicago Cubs
667,team,SFG,San Francisco Giants,stat,,2000+ Hits CareerBatting,stat,,Gold Glove,team,CLE,Cleveland Guardians,team,SEA,Seattle Mariners,team,WSN,Washington Nationals
668,team,BAL,Baltimore Orioles,team,CIN,Cincinnati Reds,stat,,.300+ AVG SeasonBatting,team,TOR,Toronto  Blue Jays,team,MIN,Minnesota Twins,stat,,Born Outside US 50 States and DC
669,team,NYM,New York Mets,team,NYY,New York Yankees,stat,,30+ HR SeasonBatting,team,OAK, Athletics,team,COL,Colorado Rockies,stat,,Only One Team
670,team,TEX,Texas Rangers,stat,,300+ HR CareerBatting,stat,,200+ Hits SeasonBatting,team,BOS,Boston   Red Sox,team,PHI,Philadelphia Phillies,team,PIT,Pittsburgh Pirates
671,stat,,Played First Basemin. 1 game,stat,,Hall of Fame,stat,,All Star,stat,,Played Second Basemin. 1 game,stat,,First Round Draft Pick,stat,,Played Third Basemin. 1 game
672,team,CLE,Cleveland Guardians,stat,,10+ Win SeasonPitching,stat,,200+ K SeasonPitching,team,DET,Detroit Tigers,team,CHC,Chicago Cubs,team,HOU,Houston Astros
673,team,KCR,Kansas City Royals,team,MIN,Minnesota Twins,stat,,Silver Slugger,team,ANA,Los Angeles Angels,team,STL,St. Louis Cardinals,team,CHW,Chicago  White Sox
674,team,WSN,Washington Nationals,team,ATL,Atlanta Braves,stat,,40+ WAR Career,team,LAD,Los Angeles Dodgers,team,MIL,Milwaukee Brewers,stat,,Played Shortstopmin. 1 game
675,team,TEX,Texas Rangers,team,OAK, Athletics,stat,,MVP,team,BAL,Baltimore Orioles,team,CIN,Cincinnati Reds,stat,,Played Center Fieldmin. 1 game
676,team,SDP,San Diego Padres,team,DET,Detroit Tigers,stat,,30+ HR SeasonBatting,team,BOS,Boston   Red Sox,team,SEA,Seattle Mariners,team,NYM,New York Mets
677,team,CHC,Chicago Cubs,team,TOR,Toronto  Blue Jays,stat,,100+ RBI SeasonBatting,team,NYY,New York Yankees,team,ARI,Arizona Diamondbacks,stat,,6+ WAR Season
678,stat,,200+ Wins CareerPitching,stat,,≤ 3.00 ERA Season,stat,,Born Outside US 50 States and DC,stat,,2000+ K CareerPitching,stat,,Threw a No‑Hitter,stat,,Cy Young
679,team,STL,St. Louis Cardinals,team,LAD,Los Angeles Dodgers,stat,,20+ Win SeasonPitching,team,BAL,Baltimore Orioles,team,OAK, Athletics,team,CHW,Chicago  White Sox
680,team,SFG,San Francisco Giants,team,TBD,Tampa Bay Rays,stat,,All Star,team,PIT,Pittsburgh Pirates,team,PHI,Philadelphia Phillies,team,HOU,Houston Astros
681,team,MIN,Minnesota Twins,team,ATL,Atlanta Braves,stat,,Hall of Fame,team,CLE,Cleveland Guardians,team,BOS,Boston   Red Sox,stat,,Played Catchermin. 1 game
682,team,CIN,Cincinnati Reds,team,KCR,Kansas City Royals,stat,,Played Outfieldmin. 1 game,team,CHC,Chicago Cubs,team,NYM,New York Mets,stat,,300+ HR CareerBatting
683,team,TEX,Texas Rangers,team,DET,Detroit Tigers,stat,,Played Third Basemin. 1 game,team,ANA,Los Angeles Angels,team,SDP,San Diego Padres,stat,,Only One Team
684,stat,,Played Second Basemin. 1 game,stat,,.300+ AVG SeasonBatting,stat,,40+ WAR Career,team,NYY,New York Yankees,team,WSN,Washington Nationals,team,SEA,Seattle Mariners
685,stat,,Played Left Fieldmin. 1 game,stat,,Played Center Fieldmin. 1 game,stat,,Played Right Fieldmin. 1 game,stat,,30+ HR SeasonBatting,stat,,30+ SB Season,stat,,30+ HR /30+ SB SeasonBatting
686,team,STL,St. Louis Cardinals,team,PIT,Pittsburgh Pirates,stat,,10+ Win SeasonPitching,team,FLA,Miami Marlins,team,MIL,Milwaukee Brewers,stat,,Born Outside US 50 States and DC
687,team,CIN,Cincinnati Reds,team,CLE,Cleveland Guardians,stat,,100+ RBI SeasonBatting,team,CHW,Chicago  White Sox,team,PHI,Philadelphia Phillies,team,BOS,Boston   Red Sox
688,team,HOU,Houston Astros,team,SDP,San Diego Padres,stat,,200+ Wins CareerPitching,team,ANA,Los Angeles Angels,team,ATL,Atlanta Braves,team,LAD,Los Angeles Dodgers
689,team,SEA,Seattle Mariners,team,SFG,San Francisco Giants,stat,,Rookie of the Year,team,OAK, Athletics,team,BAL,Baltimore Orioles,stat,,Played First Basemin. 1 game
690,team,COL,Colorado Rockies,team,MIN,Minnesota Twins,stat,,2000+ Hits CareerBatting,team,CHC,Chicago Cubs,team,PIT,Pittsburgh Pirates,stat,,200+ Hits SeasonBatting
691,team,NYY,New York Yankees,stat,,Silver Slugger,stat,,All Star,team,NYM,New York Mets,team,DET,Detroit Tigers,stat,,Pitchedmin. 1 game
692,stat,,2000+ K CareerPitching,stat,,Cy Young,stat,,Hall of Fame,stat,,6+ WAR Season,stat,,200+ K SeasonPitching,stat,,≤ 3.00 ERA CareerPitching
693,team,WSN,Washington Nationals,team,SEA,Seattle Mariners,stat,,First Round Draft Pick,team,ANA,Los Angeles Angels,team,CIN,Cincinnati Reds,team,STL,St. Louis Cardinals
694,team,PHI,Philadelphia Phillies,team,TOR,Toronto  Blue Jays,stat,,300+ HR CareerBatting,team,HOU,Houston Astros,team,OAK, Athletics,stat,,Played Third Basemin. 1 game
695,team,TEX,Texas Rangers,team,CLE,Cleveland Guardians,stat,,.300+ AVG SeasonBatting,team,KCR,Kansas City Royals,team,MIL,Milwaukee Brewers,stat,,30+ HR SeasonBatting
696,team,BOS,Boston   Red Sox,team,SFG,San Francisco Giants,stat,,10+ Win SeasonPitching,team,CHW,Chicago  White Sox,team,ARI,Arizona Diamondbacks,stat,,Threw a No‑Hitter
697,team,NYY,New York Yankees,team,NYM,New York Mets,stat,,MVP,team,ATL,Atlanta Braves,team,LAD,Los Angeles Dodgers,stat,,Played Shortstopmin. 1 game
698,stat,,Pitchedmin. 1 game,stat,,Played Catchermin. 1 game,stat,,Played Outfieldmin. 1 game,team,BAL,Baltimore Orioles,team,OAK, Athletics,stat,,Played In Major Negro Lgs
699,stat,,Hall of Fame,team,PIT,Pittsburgh Pirates,stat,,Born Outside US 50 States and DC,stat,,100+ Run SeasonBatting,team,CHC,Chicago Cubs,stat,,Only One Team
700,stat,,Gold Glove,stat,,2000+ Hits CareerBatting,stat,,100+ RBI SeasonBatting,team,MIN,Minnesota Twins,team,SFG,San Francisco Giants,team,TOR,Toronto  Blue Jays
701,team,PHI,Philadelphia Phillies,stat,,Played Second Basemin. 1 game,stat,,200+ Wins CareerPitching,team,BOS,Boston   Red Sox,team,DET,Detroit Tigers,team,CHW,Chicago  White Sox
702,team,STL,St. Louis Cardinals,team,TEX,Texas Rangers,stat,,All Star,team,CLE,Cleveland Guardians,team,TBD,Tampa Bay Rays,team,LAD,Los Angeles Dodgers
703,team,CIN,Cincinnati Reds,team,OAK, Athletics,stat,,Played Center Fieldmin. 1 game,team,ANA,Los Angeles Angels,team,SDP,San Diego Padres,stat,,40+ WAR Career
704,team,ATL,Atlanta Braves,team,CHC,Chicago Cubs,stat,,.300+ AVG SeasonBatting,team,SFG,San Francisco Giants,team,BAL,Baltimore Orioles,stat,,30+ SB Season
705,team,SEA,Seattle Mariners,team,PIT,Pittsburgh Pirates,stat,,2000+ K CareerPitching,team,NYY,New York Yankees,team,NYM,New York Mets,team,HOU,Houston Astros
